ID Grupo X Y Forma_tumba Orientacion_tumba Construcciones_internas Sexo Rango_de_edad Categoria_edad Estadio_edad Datacion_propuesta Tipo_objetos Orfebreria Num_orfebreria Esmeraldas Num_esmeraldas Volantes Num_volantes Num_Herrera Num_Temprano Num_Tardio Ceramica Num_Ceramica Liticos Num_liticos Cuentas_collar Num_cuentas_collar Fauna Num_fauna2 Macrorrestos Num_macrorrestos
31.27.6.0.1. 4 977171.6337 997470.0287 Pozo_con_camara NA Lajas NA Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0
31.29.7.0.1. 3 977168.5699 997461.0984 Pozo_con_camara N Ninguna NA Mayor_de_18_años Adulto Adulto Temprano 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
31.39.8.0.1. 3 977175.8844 997460.7014 Pozo_con_camara Otra Lajas NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0
31.41.10.0.1. 4 977172.5299 997472.8721 Pozo_simple NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31.43.2.0.1. 3 977172.4775 997459.1504 Pozo_simple Otra Ninguna Masculino Mayor_de_18_años Adulto Adulto Temprano 2 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 2 0 0
31.7.0.1.0. 3 977182.2783 997466.8772 Pozo_simple NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31.8.11.0.1. 4 977178.8928 997472.2407 Pozo_simple NA Ninguna NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0
32.11.3.0.1. 3 977172.5843 997449.8757 Pozo_simple S Ninguna NA 9_años_+/-_24_meses Subadulto Infantil_II NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 13 1 2
32.13.2.0.1. 3 977181.5731 997455.4433 Pozo_simple NA Ninguna NA 3_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32.13.2.0.2. 3 977181.3954 997455.4997 Pozo_simple NA Ninguna NA 18_meses_+/-_6_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0
32.8.1.0.1. 3 977179.8519 997438.9042 Pozo_con_camara O Ninguna NA Mayor_de_18_años Adulto Adulto Temprano 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 9
33.10.2.0.1. 3 977194.365 997423.4686 Pozo_con_camara NA Ninguna NA NA NA NA NA 1 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
33.150.3.0.1. 3 977180.8566 997426.1031 NA NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
33.158.0.1.0. 3 977187.4818 997418.3588 Pozo_con_camara NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
33.65.4.0.1. 3 977185.327 997417.9687 Pozo_con_camara E Ninguna NA NA NA NA NA 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0
33.69.0.2.0. 3 977181.0211 997417.1455 Pozo_simple NA Ninguna NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0
34.180.12.0.1. 3 977188.7436 997416.0354 NA NA Ninguna NA 3_años_+/-_12_meses Subadulto Infantil_I NA 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
34.232.1.0.1. 3 977200.1242 997405.1286 Pozo_con_camara Otra Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.257A.11.0.1. 3 977201.2399 997402.2524 NA NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.259.10.0.1. 3 977201.7205 997400.7103 Pozo_con_camara Otra Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.290.8.0.1. 3 977186.7826 997409.2322 Pozo_simple NA Huellas_de_poste NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.298.0.2.0. 3 977193.1695 997400.1782 Pozo_con_camara NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.299.5.0.1. 3 977193.5831 997401.8705 Pozo_simple NA Ninguna NA 1_año_+/-_4_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.299.5.0.2. 3 977193.4552 997401.6865 Pozo_simple NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.301.7.0.1. 3 977187.3821 997398.3469 Pozo_simple O Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.311.0.4.0. 3 977187.655 997405.269 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.35A.6.0.1. 3 977188.7087 997398.4918 NA NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.36.0.3.0. 3 977188.9834 997396.7517 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.37.0.5.0. 3 977190.2645 997398.4047 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.40A.3.0.1. 3 977193.3894 997397.9941 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.40B.4.0.1. 3 977192.6709 997398.3056 Pozo_con_camara E Ninguna NA Mayor_de_18_años Adulto Adulto Herrera 3 0 0 0 0 0 0 1 0 0 1 1 0 0 1 16 1 1 0 0
34.40B.4.0.2. 3 977192.416 997398.5857 Pozo_con_camara E Ninguna NA NA NA NA Herrera 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.40B.4.0.3. 3 977192.1968 997398.2929 Pozo_con_camara E Escalon NA 10_años_+/-_30_meses Subadulto Infantil_II Herrera 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.40B.4.0.4. 3 977192.0785 997398.657 Pozo_con_camara E Escalon NA NA NA NA Herrera 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.40B.4.0.5. 3 977192.6277 997398.9643 Pozo_con_camara E Escalon NA NA NA NA Herrera 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.40B.4.0.6. 3 977192.9566 997398.6618 Pozo_con_camara E Escalon NA NA NA NA Herrera 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.52.2.0.1. 3 977196.197 997399.7302 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.7.9.0.1. 3 977187.5842 997397.4358 Pozo_con_camara S Varias NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34.71.0.1.0. 3 977194.6236 997399.607 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.20.18.0.1. 4 977149.2007 997535.8846 Pozo_con_camara E Escalon NA Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
35.31.4.0.1. 4 977138.501 997545.7563 Pozo_con_camara Otra Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.35.0.2.0. 4 977139.6811 997542.5419 Pozo_con_camara_y_nicho NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.37.8.0.1. 4 977135.7027 997540.2607 Pozo_simple Otra Ninguna NA 4_años_+/-_12_meses Subadulto Infantil_I NA 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 4
35.37.8.0.2. 4 977135.5605 997540.2032 Pozo_simple Otra Ninguna NA 2_años_+/-_8_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.37.8.0.NI1. 4 977135.6742 997540.1376 NA NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.41.7.0.1. 4 977134.0344 997544.8377 Pozo_con_camara S Ninguna NA 9_meses_+/-_3_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.42.12.0.1. 4 977136.5544 997543.0678 Pozo_simple S Escalon NA 15_años_+/-_36_meses Subadulto Juvenil NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.45A,45B.0.1.0. 4 977140.3878 997535.6666 Pozo_con_camara NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.47.1.0.1. 4 977147.079 997535.6728 NA N Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.48.2.0.1. 4 977150.4308 997531.8724 NA N Ninguna NA 5_años_+/-_16_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.50.10.0.1. 4 977136.6438 997528.1304 NA NA Ninguna NA 8_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.50.10.0.2. 4 977136.8969 997528.261 NA NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.54.15.0.1. 4 977138.1646 997548.2866 Pozo_con_camara S Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.55.0.3.0. 4 977137.7667 997544.2432 Pozo_con_camara NA Escalon NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
35.60.11.0.1. 4 977130.3488 997544.9587 NA S Ninguna NA 8_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.62,63.3.0.1. 4 977138.7044 997534.2516 Doble_pozo N Ninguna NA 5_años_+/-_16_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
35.65.16.0.1. 4 977130.3105 997541.6222 Pozo_simple S Ninguna NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
35.67.17.0.1. 4 977129.0903 997544.0265 Pozo_con_camara N Escalon NA 6_meses_+/-_3_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.68.9.0.1. 4 977134.6485 997532.4923 Pozo_con_nicho S Escalon NA Mayor_de_18_años Adulto Adulto Tardio 2 0 0 0 0 0 0 0 1 1 1 2 0 0 0 0 1 1 1 2
35.76.13.0.1. 4 977131.241 997534.7221 Pozo_con_camara S Lajas NA 3_años_+/-_12_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
35.78.14.0.1. 4 977150.2223 997530.9373 Pozo_simple NA Lajas NA 5_años_+/-_16_meses Subadulto Infantil_I NA 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 1 2
35.78.14.0.2. 4 977150.4096 997530.7515 Pozo_simple NA Lajas NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.8.5.0.1. 4 977147.2662 997539.1714 Doble_pozo Otra Ninguna NA 5_años_+/-_16_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 1 1
35.81.6.0.1. 4 977139.8472 997545.4116 Pozo_simple O Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35.85.0.4.0. 4 977146.8816 997547.6972 Pozo_con_camara NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35A.2.1.0.1. 4 977138.6568 997551.9921 Pozo_simple S Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35A.7.2.0.1. 4 977130.1852 997550.7344 Pozo_con_camara N Ninguna NA 15_años_+/-_36_meses Subadulto Juvenil NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35A.7.2.0.2. 4 977130.2246 997550.8235 Pozo_con_camara N Ninguna NA 7_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.11.5.0.1. 4 977145.3895 997525.6628 Pozo_simple Otra Escalon NA 9_años_+/-_24_meses Subadulto Infantil_II NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0
36.12.0.6.0. 4 977150.1068 997520.96 Doble_pozo NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.13,46.4.0.1. 4 977149.4184 997522.7407 Pozo_con_nicho Otra Ninguna NA Mayor_de_18_años Adulto Adulto NA 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.13,46.4.0.2. 4 977149.4496 997522.9028 Pozo_con_nicho Otra Ninguna NA 7_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.15.2.0.1. 4 977147.943 997526.0041 Pozo_simple N Ninguna NA 15_años_+/-_36_meses Subadulto Juvenil NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.15.2.0.2. 4 977147.8583 997526.0864 Pozo_simple N Ninguna NA 2_años_+/-_8_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.15.2.0.3. 4 977147.8444 997525.9988 Pozo_simple N Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.15.2.0.NI1. 4 977147.9606 997526.09 Pozo_simple N Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.19.9.0.1. 4 977148.1239 997518.3811 Pozo_simple N Escalon Femenino 15_años_+/-_36_meses Subadulto Juvenil NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0
36.2.11.0.1. 4 977150.5503 997530.8097 Pozo_simple O Escalon NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 0
36.25.0.7.0. 4 977137.6017 997527.3653 Pozo_simple NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.29.0.8.0. 4 977142.5919 997528.7943 Pozo_con_camara NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.3,8.1.0.1. 4 977149.427 997526.3433 Pozo_simple Otra Ninguna NA 4_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.37.12.0.1. 4 977149.9761 997529.0717 Pozo_con_camara Otra Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.48.16.0.1. 4 977145.4448 997526.6601 Pozo_simple O Ninguna NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
36.5.13.0.1. 4 977150.6108 997525.6143 Pozo_con_doble_camara NA Escalon NA Mayor_de_18_años Adulto Adulto Tardio 3 0 0 0 0 0 0 0 0 1 1 1 1 7 0 0 1 5 1 5
36.5.13.0.2. 4 977150.7932 997525.4413 Pozo_con_doble_camara NA Escalon NA Mayor_de_18_años Adulto Adulto Tardio 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.50.0.2.0. 4 977144.046 997522.4154 Pozo_con_camara NA Escalon NA NA NA NA Temprano 2 0 0 0 0 0 0 0 1 0 1 1 1 5 0 0 0 0 0 0
36.52.7.0.1. 4 977154.0028 997513.2579 NA NA Ninguna NA Nacimiento_+/-_2_meses Perinato Perinato Temprano 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
36.56,57.10.0.1. 4 977138.8761 997525.2686 Pozo_con_camara Otra Escalon NA NA NA NA NA 3 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 6 0 0
36.56,57.10.0.2. 4 977138.775 997525.2809 Pozo_con_camara Otra Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.58.0.3.0. 4 977142.7348 997521.1346 Pozo_simple NA Varias NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0
36.5A.0.5.0. 4 977151.3425 997526.7055 Pozo_con_camara NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 20
36.6.14.0.1. 4 977147.8816 997528.791 Pozo_simple S Huellas_de_poste NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.61.8.0.1. 4 977140.7358 997517.1292 Pozo_simple Otra Lajas NA 10_años_+/-_30_meses Subadulto Infantil_II NA 1 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0
36.62.0.1.0. 4 977149.2455 997511.1097 Doble_pozo NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.7.0.4.0. 4 977148.5609 997524.752 Pozo_con_camara NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36.74.6.0.1. 4 977142.601 997515.233 NA NA Ninguna NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
36.75.15.0.1. 4 977150.4009 997528.2292 Pozo_simple Otra Escalon NA 5_años_+/-_16_meses Subadulto Infantil_I NA 2 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
36.75.15.0.2. 4 977150.6312 997527.7422 Pozo_simple Otra Escalon NA 10_años_+/-_30_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.1.2.0.1. 4 977153.9196 997503.8946 Pozo_simple NA Ninguna NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 6
37.1.2.0.3. 4 977155.6369 997503.3886 Pozo_simple NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.1.2.0.4. 4 977154.896 997503.9338 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.1.2.0.5. 4 977155.1791 997502.3873 Pozo_simple NA Ninguna NA 18_meses_+/-_6_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.1.2.0.NI1. 4 977155.2718 997502.913 Pozo_simple NA Ninguna NA 18_meses_+/-_6_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.100.3.0.1. 4 977145.4876 997490.7715 NA S Ninguna NA 18_meses_+/-_6_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.106.28.0.1. 4 977152.9843 997500.587 NA NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.109.27.0.1. 4 977139.372 997500.3481 Pozo_simple S Ninguna NA 3_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.153.16.0.1. 4 977153.2489 997492.0698 Pozo_simple S Ninguna NA 2_años_+/-_8_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.198.30.0.1. 4 977152.2222 997500.5296 NA NA Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.2.6.0.1. 4 977155.0192 997511.1356 Pozo_simple O Ninguna NA 4_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.20.6A.0.1. 4 977158.8098 997495.3292 Pozo_simple Otra Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.200.15.0.1. 4 977151.2515 997501.9051 Pozo_con_camara NA Escalon Indeterminado Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.201.18.0.1. 4 977149.8263 997502.2425 Pozo_con_camara S Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.203.19.0.1. 4 977150.2689 997503.2055 Pozo_con_doble_camara NA Varias NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.203.19.0.2. 4 977150.9678 997503.0356 Pozo_con_doble_camara NA Varias NA 8_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.204.20.0.1. 4 977150.2537 997504.1192 Pozo_con_camara NA Ninguna NA 11_años_+/-_30_meses Subadulto Infantil_II NA 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
37.219.13.0.1. 4 977149.1639 997499.1437 Pozo_simple N Escalon Indeterminado 9_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.235.21.0.1. 4 977150.91 997492.392 Pozo_con_camara S Escalon NA Mayor_de_18_años Adulto Adulto Temprano 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
37.247.8.0.1. 4 977148.9787 997491.2248 Pozo_simple N Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.250.10.0.1. 4 977147.8042 997494.9301 Pozo_simple Otra Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.251.9.0.1. 4 977147.7096 997492.6296 Pozo_con_camara S Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.252.0.7.0. 4 977149.2496 997497.1085 Pozo_simple NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.253.12.0.1. 4 977148.5164 997497.2477 Pozo_simple N Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.257.14.0.1. 4 977147.2103 997500.9784 Pozo_simple N Ninguna Indeterminado 6_años_+/-_24_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
37.266.0.6.0. 4 977144.7793 997503.4092 Pozo_simple NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.27.0.3.0. 4 977157.7192 997498.7091 Pozo_con_camara NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.273.11.0.1. 4 977148.4351 997490.4656 NA NA Ninguna NA 9_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.279.31.0.1. 4 977145.1464 997492.6642 Pozo_con_camara NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.281.0.1.0. 4 977144.0998 997495.0127 Pozo_simple NA Ninguna NA NA NA NA Temprano 2 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0
37.284.17.0.1. 4 977143.2955 997499.9797 Pozo_con_camara N Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.3.7.0.1. 4 977151.18 997510.1711 Pozo_simple E Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.305.0.5.0. 4 977153.1044 997503.546 Pozo_simple NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.5.5.0.1. 4 977155.5403 997506.8694 Pozo_simple S Ninguna Masculino Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.68.1.0.1. 4 977156.2209 997497.3995 Pozo_con_camara N Escalon NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
37.7.4.0.1. 4 977154.3338 997506.2924 Pozo_con_camara_y_nicho NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
37.7.4.0.2. 4 977154.3059 997506.1883 Pozo_con_camara_y_nicho NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37.80.24.0.1. 4 977156.0858 997498.0994 Pozo_con_camara N Ninguna NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0
37.81.23.0.1. 4 977155.7739 997498.8115 Pozo_simple S Ninguna NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0
37.84.22.0.1. 4 977155.0708 997500.2982 Pozo_con_camara NA Ninguna NA 15_años_+/-_36_meses Subadulto Juvenil NA 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
37.85.0.2.0. 4 977155.5188 997501.2524 Pozo_con_camara NA Ninguna NA NA NA NA Temprano 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
